entity_type,observable_type,observable_value,x_opencti_score,confidence,x_opencti_description,x_opencti_labels
indicator,Text,JackHerry.gitlens-turbocharged,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,JackHerry.neon-night-theme-ai,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,JackHerry.prettier-advanced-ai,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jackieyyang.jackieyyang-git-extension-pack,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jackolope.lit-analyzer-plugin,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jackywjs.jacky-jest-runner,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jackywjs.node-modules-enhanced,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jaeck-zj.highlight-words-by-jack,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jamesoncrate.universal-3d-preview,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jameszhanga.even-prettier,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jangxyz.svelte-infile-component-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,JarodWright.strict-paredit-fennel,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jaywoo0830a.modern-php-8-snippets,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jeronimodevex.color-picker-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jianguoyun.cline,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Jianzhe.thief-book-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jinweizhiyuan.webstorm-new-dark2,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jinyang.copilot-mcp-zh-cn,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Jinyuan.vscode-git-cruise-upgraded,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jishutuan.prettier-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jiyuzh.clang-format-renew,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jjackson.bazel-syntax,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,joaosam.symbols-freedom,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,johanlaneau.bcompare-vscode-remote,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,johnlindquist.workspace-color-theme,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jonasxwebdev.sftp-dssCOMP.java-bazel-extension,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jonxmack.liquid-snippets,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,jpcrs.vim-us-international,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,juanmaguitar.cursor-rules-downloader,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,juanmaguitar.custom-cursor-rules-multirepo,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,JustLookAtNow.gitlab-mr-ui,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Kanari-Network.kari-move,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Kanishk-B.mass-rename-extension5,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,karlosasortico.Theme-Abyss-remastered,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kazi08.mcp-audit-pii-guard,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kd100100.kd100100-cline,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,KevinYouu.tailwind-raw-reorder-tw4,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,keyang.vscode-leetcode-enhanced,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kingace2056.json-to-dart-fixed-kingace2056,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,KMSLV.c-ai-chan,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Knotron.treky-dev,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Kochan.vs-nord-theme,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kodawari.cline-japanese,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kodawari.code-runner-Japanese,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kodawari.error-lens-Japanese,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kodawari.gitlens-japanese,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kodawari.gitlens-zh,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,KomaKamaki.vscode-api-client-lite,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kova-lang.kova-material-iconse,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,krabt.krabt-extension-pack,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,krabt.krabt-proto,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Ktoon.mt-eden,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Ktoon.recce-ai,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kvoon.kvim,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kvoon.publish-test,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kvoon.vscode-vim-config,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,kwitch-studio.auto-run-command-extension,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,LaineHallot.astrolize-plus-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,lakeFS.lakefs-dvc,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,lang2hong.l2h-db-client,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,lang2hong.l2h-vscode-dashboard,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,leon-qiu.hexo-auto-updated,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,LiamDrew.arm-assembly,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,LiamWang.vscode-image-gallery-liamwang,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,LinkingMountains.SonarColorizer,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,linlinzhao.turbo-console-log-enhance,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,littensydev.charmed-icons-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,littleCareless.dish-base-development-extensions-pack,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,littleCareless.svn-scm-ai,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,liuhui.shadow-reader-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,live-servers.LiveeServer,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,lsq-xgydxdx.git-graph-tool-chinese,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,lucasheartcliff.dark-coder-dracula-theme,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,LuizDoPc.luizdopc-turbo-console-log,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,lujstn.synthwave-fluoromachine-cursor,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,lumirelle.shell-format-rev,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,LWilhelmer.reflow-markdown-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,lxl66566.vim-lxl66566,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,lyqu.rest-client-fork,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,lyywemhan.code-formatter-and-minifier-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,mahdihajian.angular-files-creator,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,mahdihajian.vscode-pull-request-azure-devops,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,mahdihajian.vscode-shelf,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,MahendrakarPrateek.prettyxml-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,MarioLJFerreira.42header-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,marpo.gruvbox-material-marpo,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,marvin63597.claude-dd,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Med-H.git-graph-revamped,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,meetrice.mysql-blade,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,meow-d.markless-meowd,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,MichaelBanucu.vscode-mocha-test-adapter-update-to-nodejs-22,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,mikeljl.continue-ljl-fork,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Milynn.bongocat-sidebar,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,mishannn.custom-turbo-console-log,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,mlhiter.sline,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,MominRaza.rest-client-maintained,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,momomomowei.element-plus-mo,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,mrchen.vue-jump-m,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Murilo.headwind-haml-fork,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,mycline.my-sibo-claude-dev,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Naki.ariake2022,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,nanmu.office-viewer-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,naveenkunder.format-html,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,NeoMain.Neo-Better-DevTracker,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Nibs.remote-cloud-shell,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Nice8888.cline-nice8888,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,nicovy.symbolsnicovy,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,nikitakolesnikov.vscode-squirrel-extention,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,nimashoghi.gistfs-updated-main-nsh,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,njzy.pnpm-catalog-lens-njzy,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,njzy.pnpm-catalog-lens-rush,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,nkurasawa.vscode-ignore-prettier,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,nocnokneo.gif-player-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Noe.noe-tokyo-night-horizon,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,nofoot.clang-format-support-style-variable,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,northisup.comment-divider-updated,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,nourgaser.google-tasks-json-fork,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,NPC1.unify-chat-provider-ui,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,octohash.powermode-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,okg21.bigquery-explorer,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,OktayAydoan.smarty-formatter,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,OmGawande.sonata,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,OPENEDAI.OPENEDAI,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,orca.vscode-armlite,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,OxfordAbstracts.ide-purescript-oa-hybrid,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,PallasUI.panda-css-pallasui,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,parmentelat.vscode-jupytext-parmentelat,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ParthRaninga.cursor-ai-rules,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ParthRaninga.cursor-smart-rules,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ParthRaninga.cursor-smart-rules-demo,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ParwatKunwar.codesandbox-parwat-theme,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,PCODE-pl.branch-breakpoints-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,PCODE-pl.F5,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,PCODE-pl.hide-files-toggle,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,PCODE-pl.LiveServerPlus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,PCODE-pl.vscode-autohide-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,PCODE-pl.vscode-favorites-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,PCODE-pl.vscode-phpmd-suppress,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,PeterC.i18n-ally-fork-peter,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,phantomgz.vscode-theme-onedark-c,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,PhungXuanAnh.auto-run-command-with-condition,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.brackets-selection-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.cursor-view-focus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.direct-cmd,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.fenced-code-blocks-tools,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.github-shortcuts,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.global-regex,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.magenta-one-dark-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.mini-diff,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.multiple-commands,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.multiple-cursor-pattern,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.regex-hover,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.simple-icons-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.text-marker-numbered,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.vscode-breakline-highlight,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.vscode-image-preview-alt,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.vscode-indent-empty-line,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.vscode-ristretto-icons,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pit00.whitespace-counter,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pk4uDMD.vscode-containers-forked,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pksunkara.file-mod-templates,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,plugin-manager.vscode-notes-manager,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,politsin.cline-pached,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,potstok.dotnet-runtime-extension,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,profezzional.package-json-upgrade-fork,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ProjectStarboy.projectstarboy-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,przybylski.cursor-harpoon,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,publishingsofficial.prettier-plus-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,publishingsofficial.prettier-vscode-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,pvparuchuri.sas,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,qianzijiao.continue-with-code-swift,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,qusic.easysass-ng,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Rabiloo.ethery,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,RachmatKaligis.robotcode-gherkin-extended,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,RahulSinha.bracketeer-personal,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,RdbtCVS.chattriggers-latest,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ReadMeAI.readmeai,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,RecoLive.lldb-dap-android,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,remimarsal.prettier-now,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,reorx.github-abs-vscode-theme,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,RevoData.vscode-for-just,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,rfkhusnutdinov.pug-ecsstractor,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,rgeraskin.vscode-commitizen-rg,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Ritchie.cursor-dark-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,rizort.laravel-pack-109,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,rizort.phpstorm-light-theme-109,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,rizort.phpstorm-pack-109,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,robna.wordcount-selection,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,RogDeved.Night-moonlight-theme,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Rojo.rojo-roblox-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,RooIncVeterinaryDev.roo-cline-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Ruoqi.cf-cph,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Ruoqi.xplosion,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ryanolsonx.poimandres-contrast,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,S4mu31.command-runner-v2,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,S4mu31.drawfolderstructure-s4mu31,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,S4mu31.s4mu31-tema-color,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,sachinsmc.turbo-rust-println,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,sadan.insight-doc,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,saltand.completions-tester,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,saltand.fork-forked,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Sammy.clipboard-manager-with-cycling,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,samuanv.turbo-console-log-single-quotes,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SamuelPinto.better-vscode-html-css,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SamuelPinto.better-vscode-html-css-support,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SamuelPinto.prettier-vscode-pluss,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,schardosin.cline-for-sap-ai-core,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,senseDevpro.profiler-php-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SereneStudios.Steam-Classic-Theme,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,serialt.sugar-extension-pack,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,serialt.sugar-proto,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Sewara.copy-fences-lang,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,shellingye.xsj-emmylua,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,shenlin.i18n-ally-shenlin,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Shunqian.prettier-plus,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Shuzzy.dracula-shuzzyos,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,siehc.vscode-proto3-rebirth,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,siffat-ahmed.ai-autocomplete-siffat-ahmed,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,smarty1337.nixware-snippets,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SmileSB101.better-formate,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,smnatale.tokyodark,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,snrico-moonlight.gruvbox-material-community,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,solario.enhanced-favorites,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,soongfs.gruvbox-material-continued,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SoulFriends.change-case-for-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SoulFriends.eslint-rules-zh-with-pretty,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SoulFriends.html-tag-wrap-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SoulFriends.pretty-ts-errors-Chinese,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SoumyadeepDas.gemini-code-converter,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SpecStoryInc.specstory-vscode-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,sqlmtxredev.quarto-pro,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,ss13.auto-comment-blocks-dm,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,sseveur.vscode-bigquery-v2,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,StackspotPlatform.StackSpot,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,sthudy.keil-assistant-Linux,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,stratomercata.strato-mercata,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,streamax.claude-dev-streamax,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,sunamo-cz.specstory-autosave,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Superxin.ctags-c-cpp,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,Superxin.ctagsc,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SupporterREditor.r-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,svltsweet.Svetle-for-Cursor,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,SVO.continue-svo-test,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,t1mt.vsc-go-imports-sorter,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,tanukii.autoversion,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,teakovva.overpy-bastion,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,TheMysteryPanda.discodemulti,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,TheRealGorgan.better-sidebar-markdown-notes,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,TheRealGorgan.copilot-chat-history-fork,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,TheRealGorgan.vscode-google-tasks-extension,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,thewerthon.thewerthon-scope-to-this,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,thirst.cfxlua-typings,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,tinbox.korofileheader-tinbox,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,tmp-primes.wtinymist,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,TobiasHochguertel.catalog-lens,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,TobiasHochguertel.pattern-links-fork,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,toommyliu.cursor-dark-no-italicse,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,trandaison.trandaison-git-file-history,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,tria-technologies.simpleswitch-vscode,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,trlanfeng.turbo-console-log,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,TrueCrimeDev.tableau-lsp,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
indicator,Text,tuur29.turbo-console-log,75,75,Removed from VS Marketplace: Impersonation.,impersonation;high
