ExtensionId,PublisherId,Severity,Category,Comment,Source
AngelSalazar-dev.all-pixel-agents,AngelSalazar-dev,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
anovagroups.sas-data-explorer,anovagroups,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
anwar.papyrus-pdf,anwar,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
AppHelix.apphelix-blog-search,AppHelix,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ArcanicAI.cono,ArcanicAI,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ArchMedia.sp-isc-devtools,ArchMedia,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
areynard.iceberg-theme-code-visible,areynard,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ASUS-AICS.aics-copilot,ASUS-AICS,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
atom8n.kanban-atom8n,atom8n,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
atom8n.mcp-inspector-atom8n,atom8n,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
atom8n.n8n-atom-v3,atom8n,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
atom8n.tampermonkey-atom8n,atom8n,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
atom8n.thor-client-atom8n,atom8n,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
atom8n.vscode-extensionpack,atom8n,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
AtroxEGO.better-folding-plus,AtroxEGO,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
auguwu.opentofu-vscode,auguwu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
aurora-them-creator.theme-aurora-nocturne,aurora-them-creator,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
avenableivytech.vscode-sqlite-av,avenableivytech,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ax60.electricblackfelixdivallportvs2022,ax60,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
AzelSync.alk-icons,AzelSync,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Azir-11.azir-vscode-theme,Azir-11,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Batch.Docker-Vscode-V2,Batch,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
bazantici.dapsy,bazantici,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
bazantici.suse-valey-styleguide,bazantici,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
bbznop.open-in-external-app-pro,bbznop,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ben14.ayu-warm,ben14,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ben14.tailwind-fold-opinionated,ben14,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Benachile-studio.protobuf-pro,Benachile-studio,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
benkeen.pnpm-catalog-lens-rush-fork,benkeen,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
benpzhao.emmylua-aoe,benpzhao,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
betterthanalltime.calva-vscode,betterthanalltime,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
BITS2500.bits-codon,BITS2500,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
bl-vc-java.bl-tomcat,bl-vc-java,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
blaz.vim-with-visual-mode-fixed,blaz,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
bobqianic.imperial-llm-dev,bobqianic,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
borgius.lm-proxy-responses,borgius,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
borgius.localrag,borgius,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
brainz-digital-com.brainz-digital-netbeans-keybindings,brainz-digital-com,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Brett-Wilson.markdown-shortcuts-chinese,Brett-Wilson,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
bryanlo22.vscode-rufo-fix,bryanlo22,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
btwiuse.flexport,btwiuse,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
btwiuse.gopilot-chat,btwiuse,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
bysabi.prettier-vscode-semistandard,bysabi,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
bysabi.prettier-vscode-standard,bysabi,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
CalebBaird.leaderkey-configurable,CalebBaird,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
camork.fonted-plus,camork,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cancline.cancline-dev,cancline,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
CartagoNova.turbo-console-log-forked-by-cartago,CartagoNova,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
chenjingqing.yuque-editor,chenjingqing,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
chess-color-theme.chess-svelte-5-snippets,chess-color-theme,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
chirayuk.embedded-languages-ck,chirayuk,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
christian237.nys,christian237,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ChristopherCRobinson.browser-tools-for-testcafe,ChristopherCRobinson,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
chrp.vscode-auto-restart-typescript-and-eslint,chrp,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
CJL.todo-tree-enhanced,CJL,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
clclw.php-formatterclclw,clclw,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cn00.duckdb-lab,cn00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cn00.sqltools-duckdb,cn00,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
codelogix.catppuccin-darker-vsc,codelogix,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
codeomnitrix.firestore-studio,codeomnitrix,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
codevsce.codelddb-vscode,codevsce,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cognivision.cogni-dev,cognivision,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
COMP.sqltools-driver-postgres,COMP,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
COMP.sqltools-enhanced,COMP,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
complete.prettier-vscode-community,complete,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
contextia.contextia-cline,contextia,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
crazypanda.git-commit-plugin-custom,crazypanda,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cryptninjaswap.cryptoninja-auto-accept,cryptninjaswap,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cryptninjaswap.cryptoninja-code-review,cryptninjaswap,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cryptninjaswap.cryptoninja-color-picker,cryptninjaswap,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cryptninjaswap.cryptoninja-commit-helper,cryptninjaswap,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cryptninjaswap.cryptoninja-diff-viewer,cryptninjaswap,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cryptninjaswap.cryptoninja-japanese-pack,cryptninjaswap,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cryptninjaswap.cryptoninja-json-tools,cryptninjaswap,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cryptninjaswap.cryptoninja-prompt-pack,cryptninjaswap,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cryptninjaswap.cryptoninja-regex-tester,cryptninjaswap,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cryptninjaswap.cryptoninja-shuriken-dojo,cryptninjaswap,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ctk.commandlist-enhanced,ctk,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cuijiudai.i18n-ally-vue,cuijiudai,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cuitianze.turbo-console-log-with-emoji,cuitianze,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
cyrilproletuzi.angular-schematics-pro,cyrilproletuzi,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
d0whc3r.better-find-unused-exports,d0whc3r,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
daelmaak.next-error,daelmaak,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DaMaoCloud.damao-aie,DaMaoCloud,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Damilola.azure-devops-pipelines,Damilola,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
danieloaks.rest-client-do,danieloaks,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DarshanChauhan.tm-workitem-tab,DarshanChauhan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DATEx2.vscode-gutter-preview-by-datex2l,DATEx2,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
day253.data-scientist-development-pack,day253,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
day253.system-engineer-development-pack,day253,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
day253.system-information-status-bar,day253,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
deadman.old-drkryz-theme,deadman,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
dechuen-lee.tailwindcss-intellisense-auto-space,dechuen-lee,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
deciosfernandes.git-auto-set-config,deciosfernandes,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
dengfy3.dengfy3,dengfy3,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DevCatppuccinpro.catppuccin-pro-vsc,DevCatppuccinpro,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
devCharles5277.git-commit-plugin-with-gitmoji,devCharles5277,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
devCharles5277.primevue-helper-zh-tw,devCharles5277,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
devCHOUZZ.vscode-better-align-pro,devCHOUZZ,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
devolutionsinc.devolutions-powershell-universal,devolutionsinc,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
devSparkle.luau-lsp-overtur,devSparkle,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
devxlogan.jetbrains-rider-new-ui-theme-fixed,devxlogan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Dhakshinesh.sfdx-package-xml-generator-by-dk,Dhakshinesh,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
diamond.diamond,diamond,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
diegofernandezpandiello.super-elixir-ls,diegofernandezpandiello,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DiegoPandiello.aws-srp-rest-client,DiegoPandiello,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DiegoPandiello.elixir-ls-test-args,DiegoPandiello,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DigitalJSMTUGroup.digitaljsmtu,DigitalJSMTUGroup,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DipakParmar.cumulusci,DipakParmar,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
dloux.i18n-ally-skip-duplicate,dloux,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DonJayamne.DonJayamne,DonJayamne,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Doro2.dart-flutter-export-no-comments,Doro2,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DoroKPNC.dart-flutter-export-helper,DoroKPNC,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DoroKPNC.dart-flutter-exports-local,DoroKPNC,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
dorry.smart-json,dorry,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
dotatong.wt-prettier-vscode,dotatong,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DoveAz.gitmojisense,DoveAz,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
drzorm.vscode-fast-folder-structure-custom,drzorm,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
duailibe.miniprettier,duailibe,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
duanyll.image-gallery,duanyll,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
DylanRampage.prettier-optimized,DylanRampage,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
dywsy21.latex-previewer-minor-fixes,dywsy21,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ebextensions.clang-format-2025,ebextensions,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ecostadelle.cython-syntax-fixed,ecostadelle,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Eddy.eddy-stellaris-cwt,Eddy,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
electropol-fr.vscode-drawio-VFS,electropol-fr,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
embedd-team.embedd-build-analyzer,embedd-team,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
embedd-team.embedd-cortex-debug,embedd-team,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
embedd-team.embedd-peripheral-viewer,embedd-team,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
embedd-team.embedd-project-manager,embedd-team,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
embeddteam.embedded-build-analyzer,embeddteam,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
embeddteam.embedded-cortex-debug,embeddteam,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
embeddteam.embeddedprojectmanager,embeddteam,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
emersxw.min-theme-emersxw,emersxw,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Eneve.genscript-eneve,Eneve,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
env.Better-dotenv,env,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
env.Javascript-snippets-plus,env,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Eradani.eradani-assist,Eradani,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
esbenpp.pretier-vscodee,esbenpp,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
EXyang.cpp-project-config-ch,EXyang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fab1can.docker-compose-fixed,fab1can,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fadizant.terminal-commands-2026,fadizant,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fecet.vscode-neovim-fecet,fecet,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ferrymo.intellij-idea-new-ui-pretty-ferrymo,ferrymo,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
FlowIndex.flowindex-cadence,FlowIndex,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fortune.investment-assistant,fortune,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fq.markdown-checkbox-with-timestamp-at-creation,fq,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
FrancescoOrtu.slurm-dashboard-orfeo,FrancescoOrtu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
FrancoisLe.cmake-tools-with-post-configure-task,FrancoisLe,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Frankie.vscodium-change-case,Frankie,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
frunoob.ankimini,frunoob,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fsiovn.ai-autocomplete,fsiovn,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fsiovn.autocomplete-copilot,fsiovn,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fsiovn.chat-provider,fsiovn,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fsiovn.coper-copilot,fsiovn,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fsiovn.copilot-provider,fsiovn,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
funkyproject.vscode-phpunit-funky-fork,funkyproject,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
funovus.dcei-vscode-teal,funovus,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
funovus.dceilua,funovus,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
fyzhu.git-pretty-graph,fyzhu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gabrielbotan.gruvbox-vim,gabrielbotan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
genon.cline-for-genos,genon,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gerson577.turbo-console-log-modify,gerson577,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gglin001-vscode.vscode-mlir-custom,gglin001-vscode,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ghlandy.LiveServer-2,ghlandy,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
GoDeveloper.go-developer-support-extension,GoDeveloper,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
godot42.cmantic-forked,godot42,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
grovejt.open-folder-in-cursor,grovejt,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish01,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish02,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish04,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish06,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish07-change-case,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish08,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish09-insertcomma,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish10,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish11,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish12,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish13,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish14,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish15-split-join-text,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish16-auto-align,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish17-open-file,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish18-instant-md-table,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish19-wrap-selection,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish20-notes,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish21-labeled-bookmarks,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish22-python-string-sql,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish23-language-injection,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish24-jira-markdown,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish26-join-selected-string,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish28-add-header,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish31-folding,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gtfish1988.gtfish32-markdown-formatter,gtfish1988,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
guojun.code-keeper,guojun,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
GustavoMaia.gruber-adapted,GustavoMaia,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gvotch-studio.claude-code-extensions,gvotch-studio,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
gyvscode.continue-vs,gyvscode,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Hakai.functional-purple-modified,Hakai,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
HanazakiShiki.emmylua-cgame,HanazakiShiki,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hapTeam.hap-eslint,hapTeam,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
harrisonLin.fcbox-ai-code,harrisonLin,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
HarshChitaliya.harshchitaliya-ai-study-companion,HarshChitaliya,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
HarshChitaliya.harshchitaliya-wds-blog-search,HarshChitaliya,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hatsunemikulover.gutils,hatsunemikulover,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
havedifficultyinfindingnames.debug-leetcode-refined,havedifficultyinfindingnames,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hazi.hazi-theme,hazi,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
heartacker.git-graph-ai,heartacker,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hetu.HetuGit,hetu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hhu-stups.prob,hhu-stups,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hkalyane.csv-advanced-editor,hkalyane,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
HonzaPudil.vscode-theme-onedarker-custom,HonzaPudil,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hoOJluGun.ho-ojlugun-ai,hoOJluGun,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hqvjet.pixel-agents-remake,hqvjet,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hsn8086.cph-hsn-edition,hsn8086,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
huangshiyu.sftp-uploader,huangshiyu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hwrn001.snakemake-lang-pre-release,hwrn001,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hyoban.file-icons-continue,hyoban,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
hyperproof.vscode-ext-prettier-java,hyperproof,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
i18nflow.vscode-i18n-flow,i18nflow,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
iabacus-publisher.iabacus-dev,iabacus-publisher,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
iblea.markdown-preview-base64-iblea,iblea,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
iblea.vscode-paste-image-iblea,iblea,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
iceeedR.amxx-pawn-language-editor,iceeedR,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
idanSaban.turbo-console-debuglog,idanSaban,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
idlesilver.comment-driver,idlesilver,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ihyajb.cfxlua-intellisense,ihyajb,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Ilham-ahmedow.sftp20,Ilham-ahmedow,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
illusions-x.yeleee-faaaah,illusions-x,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Infineon-technologies-ag.modus-toolbox-for-vscode,Infineon-technologies-ag,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
infinics.infinics-ai-assistant,infinics,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
InnuendoPi.vscode-espfs,InnuendoPi,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
iridium.pinkcandy,iridium,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
