ExtensionId,PublisherId,Severity,Category,Comment,Source
schardosin.cline-for-sap-ai-core,schardosin,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
secunit.caddyfile-syntax,secunit,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SenkoTheKitsune.nomo-dark-extended,SenkoTheKitsune,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
senseDevpro.profiler-php-pro,senseDevpro,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SeoDoktoru.minimax-god-mode,SeoDoktoru,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SereneStudios.Steam-Classic-Theme,SereneStudios,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
serialt.sugar-extension-pack,serialt,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
serialt.sugar-proto,serialt,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Sewara.copy-fences-lang,Sewara,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
shaokun.cangjie-code,shaokun,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
shellingye.xsj-emmylua,shellingye,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
shenlin.i18n-ally-shenlin,shenlin,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
shinganEuler.codex-profile-switcher,shinganEuler,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Shunqian.prettier-plus,Shunqian,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Shuzzy.dracula-shuzzyos,Shuzzy,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
siehc.vscode-proto3-rebirth,siehc,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
siffat-ahmed.ai-autocomplete-siffat-ahmed,siffat-ahmed,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
smarty1337.nixware-snippets,smarty1337,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SmileSB101.better-formate,SmileSB101,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
smnatale.tokyodark,smnatale,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
snrico-moonlight.gruvbox-material-community,snrico-moonlight,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
solario.enhanced-favorites,solario,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
soongfs.gruvbox-material-continued,soongfs,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SoulFriends.change-case-for-vscode,SoulFriends,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SoulFriends.eslint-rules-zh-with-pretty,SoulFriends,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SoulFriends.html-tag-wrap-vscode,SoulFriends,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SoulFriends.pretty-ts-errors-Chinese,SoulFriends,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SoumyadeepDas.gemini-code-converter,SoumyadeepDas,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SpecStoryInc.specstory-vscode-pro,SpecStoryInc,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
sqlmtxredev.quarto-pro,sqlmtxredev,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ss13.auto-comment-blocks-dm,ss13,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
sseveur.vscode-bigquery-v2,sseveur,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
StackspotPlatform.StackSpot,StackspotPlatform,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
stan-stani.autolaunch-plus,stan-stani,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
sthudy.keil-assistant-Linux,sthudy,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
stratomercata.strato-mercata,stratomercata,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
streamax.claude-dev-streamax,streamax,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
stunning-yunwu.code-debugger-plus,stunning-yunwu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
sunamo-cz.specstory-autosave,sunamo-cz,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Superxin.ctags-c-cpp,Superxin,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Superxin.ctagsc,Superxin,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SupporterREditor.r-vscode,SupporterREditor,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
svltsweet.Svetle-for-Cursor,svltsweet,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SVO.continue-svo-test,SVO,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
SysheadLabs.kubernetes-safe-apply,SysheadLabs,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
t1mt.vsc-go-imports-sorter,t1mt,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
tangxia.roo-code-ex,tangxia,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
tanukii.autoversion,tanukii,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
teakovva.overpy-bastion,teakovva,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
theChrisKent.spfx-local-workbench,theChrisKent,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
TheKiltedCoder.convert-to-template-string,TheKiltedCoder,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
TheMysteryPanda.discodemulti,TheMysteryPanda,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
TheRealGorgan.better-sidebar-markdown-notes,TheRealGorgan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
TheRealGorgan.copilot-chat-history-fork,TheRealGorgan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
TheRealGorgan.vscode-google-tasks-extension,TheRealGorgan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
thewerthon.thewerthon-scope-to-this,thewerthon,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
thirst.cfxlua-types-intellisense,thirst,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
thirst.cfxlua-typings,thirst,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
tinbox.korofileheader-tinbox,tinbox,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
tmp-primes.wtinymist,tmp-primes,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
TobiasHochguertel.catalog-lens,TobiasHochguertel,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
TobiasHochguertel.pattern-links-fork,TobiasHochguertel,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
tohuw.focus-lines,tohuw,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
toommyliu.cursor-dark-no-italicse,toommyliu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
trandaison.trandaison-git-file-history,trandaison,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
tria-technologies.simpleswitch-vscode,tria-technologies,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
trlanfeng.turbo-console-log,trlanfeng,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
TrueCrimeDev.tableau-lsp,TrueCrimeDev,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
tuur29.turbo-console-log,tuur29,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
tylerdotrar.goodbyeworld,tylerdotrar,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
tylerdotrar.goodbyeworldng,tylerdotrar,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ultimateBroK.symbols-enhance,ultimateBroK,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
unique123.continue-plus,unique123,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
val-brlt.turbo-console-no-comma,val-brlt,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
valentinbeaumont.youtrack-vscode,valentinbeaumont,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
vbtheory.gitlab-pipeline-monitor-advanced,vbtheory,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
verreauxblack.vscode-git-commands-helper,verreauxblack,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
vibe-xyz.vibe-xyz,vibe-xyz,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
VibeKanban.vibe-kanban-vscode,VibeKanban,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Vikang.acnh-vscode-theme,Vikang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Vikang.vscode-acnh-icon-theme,Vikang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
vjoker.legend-script-editor,vjoker,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
vroshupkin.plantuml-png-microfork,vroshupkin,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
vs-browser-openUrl.vs-browser-openUrl,vs-browser-openUrl,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
vs-publisher-1477920.better-json5-x,vs-publisher-1477920,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
vs-publisher-1489718.SQLinFormVS20222026,vs-publisher-1489718,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
vue2-snippets-plus-least.vue2-snippets-plus-least,vue2-snippets-plus-least,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
walteh.embedded-languages-vscode,walteh,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
walteh.protolsp,walteh,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
WavesMan.tree-generator-defined,WavesMan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
we125182.vue-volar,we125182,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
weiboplat.wecodergtfish1988.gtfish25-sql-formatter,weiboplat,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
whoami730.cython-enhanced,whoami730,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
WillZhang.dracula-variants,WillZhang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
wlnxingdev.free-senltig,wlnxingdev,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
wtklbm.code-debuger-fork,wtklbm,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
wumo1016.i18n-pro,wumo1016,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
wumo1016.vue-legacy-extension,wumo1016,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
wumo1016.vue-legacy-extension-1,wumo1016,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Wundero.wundero-package-json-upgrade,Wundero,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
wuyifeng.ai-svn-scm,wuyifeng,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
wuyifeng.vscode-database-client,wuyifeng,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
WuZhiguo.callviz,WuZhiguo,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
wym.demo-wym001,wym,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xiaolvpuzi.vim-smart-input-pro,xiaolvpuzi,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xiaym-gh.background-cover-simplified,xiaym-gh,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xicunyang.ts-space-prompt,xicunyang,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xikey.minimax-vscode-m27,xikey,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xilong88.stepfun-i18n,xilong88,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
XLRIT.vscode-gears-by-xlrit,XLRIT,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xsf0105.open-in-github-pr,xsf0105,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xuhuanzy.emmylua-luals,xuhuanzy,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xuli.qt-for-python,xuli,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xvaldetaro.ai-prompt-compiler,xvaldetaro,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xwildeyes.vercel-vscode-by-xwildeyes,xwildeyes,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
xxnuo.mtrancode,xxnuo,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
XYIAN.dark-synth-theme-xys,XYIAN,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
yanfeixin.king-trae-icon,yanfeixin,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
YasenDimitrov.lazygit-vscode-v2,YasenDimitrov,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
yelmuratoff.dart-data-class-tools-dev,yelmuratoff,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ygqygq2.turbo-print-log,ygqygq2,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
yishifuhua.highlight-line-new,yishifuhua,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
yishifuhua.local-history-chinese,yishifuhua,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ynqq.comment-anchors-ynqq,ynqq,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
yonbip.yds-gitlab-workflow,yonbip,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
YuTengjing.vscode-colorize-plus,YuTengjing,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
YuTengjing.vscode-github-actions-tj,YuTengjing,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ZAMBAR.riscv-venus-cs110,ZAMBAR,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ZaqueuRodrigues.vscode-eclipse-keymap-complete,ZaqueuRodrigues,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
zenplusplus.sonaita,zenplusplus,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
zero-pzp.turbo-console-log-pzp,zero-pzp,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
ZhangQuan.code-translate-enhanced,ZhangQuan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
zhucan.debug-cline,zhucan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
zhucan.xx-zc-test,zhucan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
zhucan.zc-claude-dev,zhucan,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Zoosewu.project-manager-zoo,Zoosewu,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
zouguowei.krtc-filter-line,zouguowei,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
zqchen.vscode-dashboard-fork,zqchen,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
zstings.claude-code-zh-cn,zstings,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
zwyyy456.mariana-st,zwyyy456,high,impersonation,Removed from VS Marketplace: Impersonation.,microsoft_removed_packages
Price.automatic-printing-codem,Price,high,potentially-malicious,Removed from VS Marketplace: Potentially malicious.,microsoft_removed_packages
Price.automatic-recording-code,Price,high,potentially-malicious,Removed from VS Marketplace: Potentially malicious.,microsoft_removed_packages
Price.code-documentation-utilities,Price,high,potentially-malicious,Removed from VS Marketplace: Potentially malicious.,microsoft_removed_packages
zigbook.pilot-repl,zigbook,high,potentially-malicious,Removed from VS Marketplace: Potentially malicious.,microsoft_removed_packages
RooVeterinaryInc.roo-cline,RooVeterinaryInc,high,risky-ai-code-access,Roo Code (Roo-Cline): autonomous AI coding agent - full filesystem and terminal access - executes commands and modifies code - sends context to external LLM providers,static_list
saoudrizwan.claude-dev,saoudrizwan,high,risky-ai-code-access,Cline (Claude Dev): autonomous AI coding agent - reads writes and executes code - can run terminal commands - creates files and modifies codebase - sends context to LLM APIs,static_list
formulahendry.code-runner,formulahendry,high,risky-code-execution,Code Runner: executes code in 40+ languages from VS Code with one click - runs arbitrary scripts with full system privileges - can execute any file type including shell scripts and binaries,static_list
MS-vsliveshare.vsliveshare,MS-vsliveshare,high,risky-collaboration,Live Share: real-time collaborative editing with shared terminals - servers and debugging sessions - guests can see and edit files - run terminals and access forwarded ports - sessions joinable by anyone with link,static_list
hashicorp.vault,hashicorp,high,risky-credential-access,HashiCorp Vault: browse and read secrets from Vault servers directly in VS Code - enterprise secret management infrastructure access from IDE - vault tokens accessible to extensions,static_list
eliostruyf.vscode-remote-control,eliostruyf,high,risky-remote-access,Remote Control: allows remote control of VS Code via HTTP API - run commands from anywhere on the network - can be exploited for unauthorized command execution,static_list
mandrup.remote-rdp,mandrup,high,risky-remote-access,Remote - RDP: manages and launches Remote Desktop sessions from VS Code - stored RDP credentials - can be used for lateral movement to Windows machines,static_list
ms-vscode-remote.remote-ssh,ms-vscode-remote,high,risky-remote-access,Remote - SSH: opens folders on remote machines via SSH with full VS Code capabilities - installs VS Code Server on remote hosts - enables full filesystem access and command execution,static_list
ms-vscode-remote.vscode-remote-extensionpack,ms-vscode-remote,high,risky-remote-access,Remote Development Extension Pack: bundle of Remote SSH + Dev Containers + WSL + Tunnels - all remote access capabilities in one install,static_list
ms-vscode.remote-server,ms-vscode,high,risky-remote-access,Remote - Tunnels: creates secure tunnels to remote machines via Microsoft dev tunnels - enables full remote control of any machine running VS Code without SSH - bypasses corporate firewalls and network segmentation,static_list
IvanArjona.cloudflaretunnel,IvanArjona,high,risky-tunnel,Cloudflare Tunnel: exposes local services through Cloudflare network - bypasses corporate firewalls - local services become accessible via Cloudflare URLs without opening inbound ports,static_list
nicobao.localtunnel,nicobao,high,risky-tunnel,LocalTunnel: exposes local server to the internet via localtunnel.me - instant public URL for any local port - bypasses firewall without configuration,static_list
philnash.ngrok-for-vscode,philnash,high,risky-tunnel,ngrok for VSCode: creates ngrok tunnels exposing local ports to the public internet - bypasses firewalls via reverse tunnels - can be used for data exfiltration or unauthorized remote access,static_list
tailscale.vscode-tailscale,tailscale,high,risky-tunnel,Tailscale: connects to Tailscale mesh VPN network - access remote file systems - Tailscale Funnel can expose local services to the public internet - bypasses corporate network controls,static_list
kaijialin.pvts,kaijialin,high,typo-squatting,Removed from VS Marketplace: Typo-squatting.,microsoft_removed_packages
lone17.lone-vscode-pets,lone17,medium,deprecated,Removed from VS Marketplace: Deprecated.,microsoft_removed_packages
MaikeyShrimp.vscode-pets-shrimp-bata,MaikeyShrimp,medium,deprecated,Removed from VS Marketplace: Deprecated.,microsoft_removed_packages
PapaVault.papa-vault,PapaVault,medium,expired-domain,Removed from VS Marketplace: Expired domain.,microsoft_removed_packages
DevelopmentInc.cfx-lua-vs,DevelopmentInc,medium,impersonation-malware,"Removed from VS Marketplace: Impersonation, Malware.",microsoft_removed_packages
DevelopmentInc.kombai-vs,DevelopmentInc,medium,impersonation-malware,"Removed from VS Marketplace: Impersonation, Malware.",microsoft_removed_packages
DevelopmentInc.minecraftsnippets,DevelopmentInc,medium,impersonation-malware,"Removed from VS Marketplace: Impersonation, Malware.",microsoft_removed_packages
DevelopmentInc.pokemon,DevelopmentInc,medium,impersonation-malware,"Removed from VS Marketplace: Impersonation, Malware.",microsoft_removed_packages
DevelopmentInc.torizon-vs,DevelopmentInc,medium,impersonation-malware,"Removed from VS Marketplace: Impersonation, Malware.",microsoft_removed_packages
kingepic84.symphony-language,kingepic84,medium,owner-request,Removed from VS Marketplace: Owner Request.,microsoft_removed_packages
matthewbill.hue-code,matthewbill,medium,owner-request,Removed from VS Marketplace: Owner Request.,microsoft_removed_packages
mpw.ccbscf-biz-snippets,mpw,medium,owner-request,Removed from VS Marketplace: Owner Request.,microsoft_removed_packages
mpw.ccbscf-snippets,mpw,medium,owner-request,Removed from VS Marketplace: Owner Request.,microsoft_removed_packages
mpw.ccbscf-ui-transfer,mpw,medium,owner-request,Removed from VS Marketplace: Owner Request.,microsoft_removed_packages
rabbitsyntax.rabbitsyntax,rabbitsyntax,medium,owner-request,Removed from VS Marketplace: Owner Request.,microsoft_removed_packages
FRONT-END-AI.front-end-ai,FRONT-END-AI,medium,publisher-requested,Removed from VS Marketplace: Publisher requested.,microsoft_removed_packages
ms-vscode.vscode-embedded-tools,ms-vscode,medium,publisher-requested,Removed from VS Marketplace: Publisher requested.,microsoft_removed_packages
VisualStudioOnlineApplicationInsights.application-insights,VisualStudioOnlineApplicationInsights,medium,publisher-requested,Removed from VS Marketplace: Publisher requested.,microsoft_removed_packages
Codeium.codeium,Codeium,medium,risky-ai-code-access,Codeium: free AI code completion and chat - sends code context to Codeium servers - free tier with broad data collection terms,static_list
Continue.continue,Continue,medium,risky-ai-code-access,Continue: open-source AI code assistant - sends code context to LLM providers (OpenAI Anthropic Ollama) for completions and chat - codebase context shared with third-party providers,static_list
GitHub.copilot,GitHub,medium,risky-ai-code-access,GitHub Copilot: AI code assistant - sends code context to GitHub/OpenAI servers for completions - source code transmitted to external cloud - may include proprietary code and secrets in context,static_list
GitHub.copilot-chat,GitHub,medium,risky-ai-code-access,GitHub Copilot Chat: AI chat assistant with codebase awareness - sends code context and questions to cloud - can access workspace files and terminal output,static_list
sourcegraph.cody-ai,sourcegraph,medium,risky-ai-code-access,Cody AI (Sourcegraph): AI code assistant with full codebase context - indexes and sends repository code to Sourcegraph cloud - code search across all repositories,static_list
Supermaven.supermaven,Supermaven,medium,risky-ai-code-access,Supermaven: AI code completion - sends code context to Supermaven cloud for fast completions - external processing of source code,static_list
TabNine.tabnine-vscode,TabNine,medium,risky-ai-code-access,Tabnine AI: AI code completion - analyzes codebase and sends context to Tabnine cloud - source code context sent to external cloud for AI processing,static_list
Postman.postman-for-vscode,Postman,medium,risky-api-client,Postman: API development and testing platform - requires Postman account login - syncs requests and credentials to Postman cloud - auth tokens and API keys stored in collections,static_list
rangav.vscode-thunder-client,rangav,medium,risky-api-client,Thunder Client: REST API client with auth credential storage - not open source - credentials go through closed-source code - stored API keys and tokens in collections,static_list
amazonwebservices.aws-toolkit-vscode,amazonwebservices,medium,risky-cloud-access,AWS Toolkit: full AWS integration Lambda S3 CloudWatch ECS - browse and manage AWS resources from VS Code - uses AWS credentials from ~/.aws - can deploy modify and delete cloud resources,static_list
GoogleCloudTools.cloudcode,GoogleCloudTools,medium,risky-cloud-access,Cloud Code: Google Cloud Platform integration - deploy to GKE Cloud Run - manage APIs and resources - uses gcloud credentials,static_list
ms-azuretools.vscode-azurefunctions,ms-azuretools,medium,risky-cloud-access,Azure Functions: create deploy and manage Azure Functions from VS Code - deploys code to cloud - Azure credential access,static_list
ms-azuretools.vscode-azureresourcegroups,ms-azuretools,medium,risky-cloud-access,Azure Resources: browse and manage Azure resources directly from VS Code - Azure subscription access from IDE - can view and manage cloud resources,static_list
ms-azuretools.vscode-azurestorage,ms-azuretools,medium,risky-cloud-access,Azure Storage: browse and manage Azure Blob File Queue Table storage from VS Code - access to cloud storage resources - can upload download and delete data,static_list
ms-azuretools.vscode-docker,ms-azuretools,medium,risky-cloud-access,Docker: build manage and deploy containers from VS Code - access to Docker daemon - can run arbitrary containers with network and filesystem access,static_list
ms-kubernetes-tools.vscode-kubernetes-tools,ms-kubernetes-tools,medium,risky-cloud-access,Kubernetes: manage Kubernetes clusters from VS Code - kubectl access - can deploy modify and delete workloads - access to cluster secrets and configmaps,static_list
ms-vscode.azure-account,ms-vscode,medium,risky-cloud-access,Azure Account: Azure authentication and subscription management - stores Azure OAuth tokens - provides credential access to all Azure-related extensions,static_list
ms-toolsai.jupyter,ms-toolsai,medium,risky-code-execution,Jupyter Notebooks: execute arbitrary code in Python R Julia and more - can connect to remote Jupyter kernels - full code execution environment with network and filesystem access,static_list
ms-vscode.PowerShell,ms-vscode,medium,risky-code-execution,PowerShell: full PowerShell execution environment in VS Code - runs scripts with system privileges - access to all Windows management APIs and .NET framework,static_list
1Password.op-vscode,1Password,medium,risky-credential-access,1Password: integrates 1Password vault into VS Code - retrieve generate and inject secrets - vault access from Node.js process - secrets accessible to all extensions via VS Code API,static_list
Doppler.doppler-vscode,Doppler,medium,risky-credential-access,Doppler: secret manager integration - auto-complete secret references and inject secrets into development environment - secret manager access from IDE,static_list
infisical.infisical,infisical,medium,risky-credential-access,Infisical: secret management platform integration - inject secrets into projects - access to centralized secret store from IDE,static_list
KeeperSecurityDev.ks-vscode,KeeperSecurityDev,medium,risky-credential-access,Keeper Security: integrates Keeper vault - save retrieve and generate secrets from Keeper vault within VS Code - vault credentials accessible from VS Code process,static_list
cweijan.vscode-database-client2,cweijan,medium,risky-database-access,Database Client: database client for MySQL PostgreSQL MongoDB Redis ElasticSearch - full CRUD operations - broad database access with stored credentials,static_list
cweijan.vscode-redis-client,cweijan,medium,risky-database-access,Redis Client: Redis database client - browse keys execute commands monitor Redis instances - Redis often stores session tokens cache data and application secrets,static_list
mongodb.mongodb-vscode,mongodb,medium,risky-database-access,MongoDB for VS Code: connect to MongoDB instances - browse collections run queries manage databases - connection strings with credentials stored in VS Code,static_list
ms-azuretools.vscode-cosmosdb,ms-azuretools,medium,risky-database-access,Azure Databases (CosmosDB): manage Azure Cosmos DB and MongoDB accounts - browse databases and collections - execute queries with stored credentials,static_list
ms-mssql.mssql,ms-mssql,medium,risky-database-access,SQL Server (MSSQL): connect to SQL Server Azure SQL and Fabric SQL databases - execute queries browse schemas export data - stores connection credentials including passwords,static_list
ms-ossdata.vscode-postgresql,ms-ossdata,medium,risky-database-access,PostgreSQL: Microsoft PostgreSQL client - execute queries browse schemas - stores connection credentials,static_list
mtxr.sqltools,mtxr,medium,risky-database-access,SQLTools: database management tool - connect to MySQL PostgreSQL SQLite SQL Server - execute queries and browse schemas - stores database credentials in VS Code settings,static_list
Oracle.sql-developer,Oracle,medium,risky-database-access,Oracle SQL Developer: end-to-end Oracle database development - execute SQL/PLSQL browse schemas manage objects - stores Oracle database credentials,static_list
heminei.pro-deployer,heminei,medium,risky-file-transfer,PRO Deployer: SFTP/FTP deployer with auto-upload on save - stores server credentials - deploys code to remote servers,static_list
