extension_id,publisher_id,extension_name,metadata_comment,metadata_severity,metadata_category,metadata_source,metadata_reference,metadata_status,removal_date
RileyMoore.stdrlabs-ext,RileyMoore,stdrlabs-ext,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-10-07
sahil92552.cbe-456,sahil92552,cbe-456,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-11-03
saoudrizvsce.claude-devsce,saoudrizvsce,claude-devsce,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-02
Sayantan710.ollot,Sayantan710,ollot,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-10-03
seHunt-20241016.seHunt-20241016,seHunt-20241016,seHunt-20241016,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-06-05
seolmuah.jupyter-live-share,seolmuah,jupyter-live-share,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18
SFRA-FAKA.sfra-toolkit,SFRA-FAKA,sfra-toolkit,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-11
ShowSnowcrypto.SnowShoNo,ShowSnowcrypto,SnowShoNo,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-07
SmartContractAI.solaibot,SmartContractAI,solaibot,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-04-28
SnippetsLabs.kendo-formatter,SnippetsLabs,kendo-formatter,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-11
soIidity.cryptoovertheweekend4,soIidity,cryptoovertheweekend4,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-07
solblanco.svetle-vsce,solblanco,svetle-vsce,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-02
Solid.dolibity-slang,Solid,dolibity-slang,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-02
SoliditFoundation.solidit-language,SoliditFoundation,solidit-language,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-04-28
SoliditFoundation.solidits-language,SoliditFoundation,solidits-language,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-04-28
StefanYosif.axion-ai,StefanYosif,axion-ai,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-23
suspublisher18.susvsex,suspublisher18,susvsex,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-11-06
SymbiozTechnologie.mia-assistant,SymbiozTechnologie,mia-assistant,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-16
SyntaxDev.New-Christmas-Theme,SyntaxDev,New-Christmas-Theme,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-18
tabnine-dev.tabnine-pro,tabnine-dev,tabnine-pro,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-02-26
TechSolutionsPro.bitcoin-cake-theme,TechSolutionsPro,bitcoin-cake-theme,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-22
testrl777.Solidity-Ethereum,testrl777,Solidity-Ethereum,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-08
theme-cyberpunk.theme-neon-cyberpunk,theme-cyberpunk,theme-neon-cyberpunk,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-08
thesashkin.krnl-execute-thesashkin,thesashkin,krnl-execute-thesashkin,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-10-24
Trustworthy.mevscode,Trustworthy,mevscode,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-04-08
uladluch.antigravity-mobile-connector,uladluch,antigravity-mobile-connector,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-23
uladluch.cursor-mobile-connector,uladluch,cursor-mobile-connector,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-19
Utilities.wowlanguage,Utilities,wowlanguage,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-10-28
v8tech.v8-code,v8tech,v8-code,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-21
VanessaAster.etherefounds,VanessaAster,etherefounds,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-08-09
VelocityCoderPro.velocitycodeproupdate,VelocityCoderPro,velocitycodeproupdate,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-11
vialenliyu.Functionsandapplications11mcgrawhillryersonpdf13-sallole,vialenliyu,Functionsandapplications11mcgrawhillryersonpdf13-sallole,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-11-27
vims-vsce.vscode-vim,vims-vsce,vscode-vim,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-02
VisualStudioCodeStaffTeam.mannequin2,VisualStudioCodeStaffTeam,mannequin2,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-07-03
vitalik-Buterin.soli-extensio,vitalik-Buterin,soli-extensio,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-11-08
VitalikB.solidit-lang,VitalikB,solidit-lang,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-02
VitalikBut.bolibity-slang,VitalikBut,bolibity-slang,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-02
VitalikButerin-EthFoundation.blan-co,VitalikButerin-EthFoundation,blan-co,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-02
VitalikButerinETH.vitaliketh,VitalikButerinETH,vitaliketh,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-10
VitalikButt.Solids,VitalikButt,Solids,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-14
VitalikLButerin.aidebut2,VitalikLButerin,aidebut2,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-07-09
VitalyButerin.hardhatjs,VitalyButerin,hardhatjs,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-07-01
VKTeam.com,VKTeam,com,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-02-26
VSAnalysistest.clipboard-helper-vscode,VSAnalysistest,clipboard-helper-vscode,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-26
VSAnalysistest.code-ai-assistant,VSAnalysistest,code-ai-assistant,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-06-26
VSAnalysistest.codegpt-helper,VSAnalysistest,codegpt-helper,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-06-26
VSAnalysistest.discord-helper-test,VSAnalysistest,discord-helper-test,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-26
VSAnalysistest.global-state-test,VSAnalysistest,global-state-test,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-26
VSAnalysistest.mycodegpt-assistant,VSAnalysistest,mycodegpt-assistant,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-26
vsceue.volar-vscode,vsceue,volar-vscode,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-02
VSCodeDeveloper.sobidity-compiler,VSCodeDeveloper,sobidity-compiler,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-04-07
VSDeveloper.theme-library-vs,VSDeveloper,theme-library-vs,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-04-17
VSDeveloper.universal-intellisense,VSDeveloper,universal-intellisense,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-04-17
vuesnippetsai.vue-snippets-ai,vuesnippetsai,vue-snippets-ai,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-09
WEB3Foundation.cxzczxcxz,WEB3Foundation,cxzczxcxz,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-10-19
webctrl.live,webctrl,live,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-26
wli273088.vscode-pets-for-courses-demo,wli273088,vscode-pets-for-courses-demo,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-01-05
Wumpus.bold-end,Wumpus,bold-end,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-10-02
xuyanfeng.addr2line-assistant,xuyanfeng,addr2line-assistant,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-02-26
yamlcode.yaml-vscode-extension,yamlcode,yaml-vscode-extension,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-02
yfdyh000.aar-vsc-test,yfdyh000,aar-vsc-test,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-17
yfdyh000.aar-vscode,yfdyh000,aar-vscode,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-02-26
YogevAvitan.codeivri-vscode,YogevAvitan,codeivri-vscode,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-18
yujiitadori.demon-slayer-infinity-castle,yujiitadori,demon-slayer-infinity-castle,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-13
yujiitadori.the-undertaker-2,yujiitadori,the-undertaker-2,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-13
Zeron1337.Zeron-CySec,Zeron1337,Zeron-CySec,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-06-05
06a678fb-6fc1-623d-88d6-77ab9a4932cc.open-vs-embedded-browser,06a678fb-6fc1-623d-88d6-77ab9a4932cc,open-vs-embedded-browser,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21
11011.blenderPluginDevTool11011,11011,blenderPluginDevTool11011,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
11011.markdown-shortcuts-like-obsidian-merge,11011,markdown-shortcuts-like-obsidian-merge,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
11011.markdown-shortcuts-like-obsidian-ob,11011,markdown-shortcuts-like-obsidian-ob,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
11011.ubuntutheme11011,11011,ubuntutheme11011,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
318182456.legado-reader3-vscode,318182456,legado-reader3-vscode,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21
723Studio.fta-ruleset-tools,723Studio,fta-ruleset-tools,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
77qingliu.sas-syntax,77qingliu,sas-syntax,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-03
8bitZeta.Nand2Tetris-8bit,8bitZeta,Nand2Tetris-8bit,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21
abczyx2006.rust-coder,abczyx2006,rust-coder,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-03
Acronix-dev.Go-work-tools,Acronix-dev,Go-work-tools,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
AdamFortune.ezsqlite,AdamFortune,ezsqlite,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21
agility6.go-sort-imports,agility6,go-sort-imports,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18
agility6.gruvbox-concoctis-agility6,agility6,gruvbox-concoctis-agility6,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18
AiagentPro.pydebugpro,AiagentPro,pydebugpro,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
AIClaude.claude-code-master,AIClaude,claude-code-master,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-15
AIClub.aadb2c-fork,AIClub,aadb2c-fork,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18
AirCactus500.animal-crossing-file-icon-theme-with-flutter-support,AirCactus500,animal-crossing-file-icon-theme-with-flutter-support,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-18
AkhilTeotia.prettier-vscode-cfml,AkhilTeotia,prettier-vscode-cfml,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-05
akirakudo911.kudosflow2,akirakudo911,kudosflow2,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-01-12
alanguo.zed-one-theme-for-vscode,alanguo,zed-one-theme-for-vscode,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18
alberto-pilotto.code-ca65-syntax-color-outliner,alberto-pilotto,code-ca65-syntax-color-outliner,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18
AlesMenzel.line-utils,AlesMenzel,line-utils,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18
Alex-130-130.vscode-ant-design-vue-1-helper-prop,Alex-130-130,vscode-ant-design-vue-1-helper-prop,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-20
Alex-Chen.vscode-m5stack-mpy-uiflow2,Alex-Chen,vscode-m5stack-mpy-uiflow2,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18
alexevanczuk.pks-vscode,alexevanczuk,pks-vscode,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-09
algovscode.algoritmika-python,algovscode,algoritmika-python,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-20
algovscode.algoritmika-python-beta,algovscode,algoritmika-python-beta,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-20
alien-fish-person.htmltoscss,alien-fish-person,htmltoscss,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-16
AlissonKopp.clickup-extension,AlissonKopp,clickup-extension,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-16
Alleexxii.cfxlua-cheat-vscode,Alleexxii,cfxlua-cheat-vscode,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-11
ALT5.sqflint-cn-revised,ALT5,sqflint-cn-revised,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-16
altynbek132.turbo-console-log-custom,altynbek132,turbo-console-log-custom,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-10
Always-Victorious.trailing-spaces-always-victorious-edit,Always-Victorious,trailing-spaces-always-victorious-edit,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
AMAARETS.hebrew-ui-translation-amaarets,AMAARETS,hebrew-ui-translation-amaarets,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
amkig.i18n-ally-po,amkig,i18n-ally-po,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
anovagroups.sas-data-explorer,anovagroups,sas-data-explorer,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-11
anwar.papyrus-pdf,anwar,papyrus-pdf,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-23
AppHelix.apphelix-blog-search,AppHelix,apphelix-blog-search,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17
ArchMedia.sp-isc-devtools,ArchMedia,sp-isc-devtools,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-11
areynard.iceberg-theme-code-visible,areynard,iceberg-theme-code-visible,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-11
ASUS-AICS.aics-copilot,ASUS-AICS,aics-copilot,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-25
atom8n.kanban-atom8n,atom8n,kanban-atom8n,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-24
atom8n.mcp-inspector-atom8n,atom8n,mcp-inspector-atom8n,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-24
atom8n.n8n-atom-v3,atom8n,n8n-atom-v3,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-24
atom8n.tampermonkey-atom8n,atom8n,tampermonkey-atom8n,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-24
atom8n.thor-client-atom8n,atom8n,thor-client-atom8n,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-01-13
atom8n.vscode-extensionpack,atom8n,vscode-extensionpack,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-24
AtroxEGO.better-folding-plus,AtroxEGO,better-folding-plus,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-10
auguwu.opentofu-vscode,auguwu,opentofu-vscode,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-10
aurora-them-creator.theme-aurora-nocturne,aurora-them-creator,theme-aurora-nocturne,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-01-30
avenableivytech.vscode-sqlite-av,avenableivytech,vscode-sqlite-av,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-10
